# 
# This trace was obtained from trace.eas.asu.edu
# Sequence: Citizen Kane
# Resolution: 352x288
# FPS: 30
# Encoder: JSVM (9.15)
# Encoding type: High (Level 2.2)		 Scalable High (Level 3.1)
# GoP pattern: G16B15
# Quantization parameters (I		P		B): 35		 N/A		 35
# MGS base layer: 0
# Other: 1		2		2		3		4		4
#
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] Priority (63..0 if frame present		 -1 otherwise)
# 
# This trace was obtained from trace.eas.asu.edu
# Sequence: Citizen Kane
# Resolution: 352x288
# FPS: 30
# Encoder: JSVM (9.15)
# Encoding type: High (Level 2.2)		 Scalable High (Level 3.1)
# GoP pattern: G16B15
# Quantization parameters (I		P		B): 25		 N/A		 25
# MGS sub layer: 1
# Other: 1		2		2		3		4		4
#
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] Priority (63..0 if frame present		 -1 otherwise)
# 
# This trace was obtained from trace.eas.asu.edu
# Sequence: Citizen Kane
# Resolution: 352x288
# FPS: 30
# Encoder: JSVM (9.15)
# Encoding type: High (Level 2.2)		 Scalable High (Level 3.1)
# GoP pattern: G16B15
# Quantization parameters (I		P		B): 25		 N/A		 25
# MGS sub layer: 2
# Other: 1		2		2		3		4		4
#
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] Priority (63..0 if frame present		 -1 otherwise)
# 
# This trace was obtained from trace.eas.asu.edu
# Sequence: Citizen Kane
# Resolution: 352x288
# FPS: 30
# Encoder: JSVM (9.15)
# Encoding type: High (Level 2.2)		 Scalable High (Level 3.1)
# GoP pattern: G16B15
# Quantization parameters (I		P		B): 25		 N/A		 25
# MGS sub layer: 3
# Other: 1		2		2		3		4		4
#
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] Priority (63..0 if frame present		 -1 otherwise)
# 
# This trace was obtained from trace.eas.asu.edu
# Sequence: Citizen Kane
# Resolution: 352x288
# FPS: 30
# Encoder: JSVM (9.15)
# Encoding type: High (Level 2.2)		 Scalable High (Level 3.1)
# GoP pattern: G16B15
# Quantization parameters (I		P		B): 25		 N/A		 25
# MGS sub layer: 4
# Other: 1		2		2		3		4		4
#
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] Priority (63..0 if frame present		 -1 otherwise)
# 
# This trace was obtained from trace.eas.asu.edu
# Sequence: Citizen Kane
# Resolution: 352x288
# FPS: 30
# Encoder: JSVM (9.15)
# Encoding type: High (Level 2.2)		 Scalable High (Level 3.1)
# GoP pattern: G16B15
# Quantization parameters (I		P		B): 25		 N/A		 25
# MGS sub layer: 5
# Other: 1		2		2		3		4		4
#
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] Priority (63..0 if frame present		 -1 otherwise)
# 
# This trace was obtained from trace.eas.asu.edu
# Sequence: Citizen Kane
# Resolution: 352x288
# FPS: 30
# Encoder: JSVM (9.15)
# Encoding type: High (Level 2.2)		 Scalable High (Level 3.1)
# GoP pattern: G16B15
# Quantization parameters (I		P		B): 25		 N/A		 25
# MGS sub layer: 6
# Other: 1		2		2		3		4		4
#
# Frame Time [s] Type Size [Byte] PSNR-Y [dB] PSNR-U [dB] PSNR-V [dB] Priority (63..0 if frame present		 -1 otherwise)
# 
# 
# Frame#		Time(ms)		Type		Payload		Overhead		Flag		Layer
0		0		I		53		58		1		0
0		0		I		37		58		1		1
0		0		I		37		58		1		2
0		0		I		37		58		1		3
0		0		I		37		58		1		4
0		0		I		37		58		1		5
0		0		I		37		58		1		6
1		33		B		13		58		1		0
1		33		B		18		58		1		1
1		33		B		18		58		1		2
1		33		B		18		58		1		3
1		33		B		18		58		1		4
1		33		B		18		58		1		5
1		33		B		18		58		1		6
2		66		B		13		58		1		0
2		66		B		18		58		1		1
2		66		B		18		58		1		2
2		66		B		18		58		1		3
2		66		B		18		58		1		4
2		66		B		18		58		1		5
2		66		B		18		58		1		6
3		100		B		13		58		1		0
3		100		B		18		58		1		1
3		100		B		18		58		1		2
3		100		B		18		58		1		3
3		100		B		18		58		1		4
3		100		B		18		58		1		5
3		100		B		18		58		1		6
4		133		B		13		58		1		0
4		133		B		18		58		1		1
4		133		B		18		58		1		2
4		133		B		18		58		1		3
4		133		B		18		58		1		4
4		133		B		18		58		1		5
4		133		B		18		58		1		6
5		166		B		13		58		1		0
5		166		B		18		58		1		1
5		166		B		18		58		1		2
5		166		B		18		58		1		3
5		166		B		18		58		1		4
5		166		B		18		58		1		5
5		166		B		18		58		1		6
6		200		B		13		58		1		0
6		200		B		18		58		1		1
6		200		B		18		58		1		2
6		200		B		18		58		1		3
6		200		B		18		58		1		4
6		200		B		18		58		1		5
6		200		B		18		58		1		6
7		233		B		13		58		1		0
7		233		B		18		58		1		1
7		233		B		18		58		1		2
7		233		B		18		58		1		3
7		233		B		18		58		1		4
7		233		B		18		58		1		5
7		233		B		18		58		1		6
8		266		B		13		58		1		0
8		266		B		18		58		1		1
8		266		B		18		58		1		2
8		266		B		18		58		1		3
8		266		B		18		58		1		4
8		266		B		18		58		1		5
8		266		B		18		58		1		6
9		300		B		13		58		1		0
9		300		B		18		58		1		1
9		300		B		18		58		1		2
9		300		B		18		58		1		3
9		300		B		18		58		1		4
9		300		B		18		58		1		5
9		300		B		18		58		1		6
10		333		B		13		58		1		0
10		333		B		18		58		1		1
10		333		B		18		58		1		2
10		333		B		18		58		1		3
10		333		B		18		58		1		4
10		333		B		18		58		1		5
10		333		B		18		58		1		6
11		366		B		13		58		1		0
11		366		B		18		58		1		1
11		366		B		18		58		1		2
11		366		B		18		58		1		3
11		366		B		18		58		1		4
11		366		B		18		58		1		5
11		366		B		18		58		1		6
12		400		B		13		58		1		0
12		400		B		18		58		1		1
12		400		B		18		58		1		2
12		400		B		18		58		1		3
12		400		B		18		58		1		4
12		400		B		18		58		1		5
12		400		B		18		58		1		6
13		433		B		13		58		1		0
13		433		B		18		58		1		1
13		433		B		18		58		1		2
13		433		B		18		58		1		3
13		433		B		18		58		1		4
13		433		B		18		58		1		5
13		433		B		18		58		1		6
14		466		B		13		58		1		0
14		466		B		18		58		1		1
14		466		B		18		58		1		2
14		466		B		18		58		1		3
14		466		B		18		58		1		4
14		466		B		18		58		1		5
14		466		B		18		58		1		6
15		500		B		13		58		1		0
15		500		B		18		58		1		1
15		500		B		18		58		1		2
15		500		B		18		58		1		3
15		500		B		18		58		1		4
15		500		B		18		58		1		5
15		500		B		18		58		1		6
16		533		I		53		58		1		0
16		533		I		37		58		1		1
16		533		I		37		58		1		2
16		533		I		37		58		1		3
16		533		I		37		58		1		4
16		533		I		37		58		1		5
16		533		I		37		58		1		6
17		566		B		13		58		1		0
17		566		B		18		58		1		1
17		566		B		18		58		1		2
17		566		B		18		58		1		3
17		566		B		18		58		1		4
17		566		B		18		58		1		5
17		566		B		18		58		1		6
